9.998477067547739683e-01 -6.708656448422445351e-02
9.992387193197300732e-01 -6.954954120596923417e-02
9.980214864070243719e-01 2.163758203630621324e-01
9.961974910274609130e-01 1.587626872161882474e-01
9.937689554384445678e-01 1.926808607857175559e-01
9.907388384365034550e-01 1.649981005672671586e-01
9.871108317524505127e-01 1.569415987516009636e-01
9.828893555535787030e-01 1.383148787425687587e-01
9.780795530583681341e-01 1.248947197422189959e-01
9.726872842702655175e-01 1.098998221920410856e-01
9.667191188381739630e-01 9.704774523690495869e-02
9.601823280523470450e-01 8.467002048300464878e-02
9.530848759854420038e-01 7.376717325597947905e-02
9.454354097895234510e-01 6.392025547053581391e-02
9.372432491608413407e-01 5.543126942187992512e-02
9.285183749852161661e-01 4.819858993259096280e-02
9.192714171778668675e-01 4.231580296615078396e-02
9.095136417324972689e-01 3.774660001054019887e-02
8.992569369954173109e-01 3.449764838351132568e-02
8.885137991814249236e-01 3.252063845364006056e-02
8.772973171490929811e-01 3.176340967566915197e-02
8.656211564540112757e-01 3.214003038435908621e-02
8.534995426994120837e-01 3.354721881558564434e-02
8.409472442044638729e-01 3.585657638856609708e-02
8.279795540113493724e-01 3.892195918512797448e-02
8.146122712530493581e-01 4.257981901175256212e-02
8.008616819045327739e-01 4.665487966217440885e-02
7.867445389408048717e-01 5.096389170549642245e-02
7.722780419259878126e-01 5.532118687579945515e-02
7.574798160583011697e-01 5.954354425901087211e-02
7.423678906964725766e-01 6.345542401064552251e-02
7.269606773937420385e-01 6.689364013057552683e-02
7.112769474662193891e-01 6.971172491110078084e-02
6.953358091229280280e-01 7.178363214407390558e-02
6.791566841853950987e-01 7.300684781986266358e-02
6.627592844251539717e-01 7.330479071045026274e-02
6.461635875479866398e-01 7.262851697449512756e-02
6.293898128541667303e-01 7.095778178063305575e-02
6.124583966043567473e-01 6.830155134472093437e-02
5.953899671211724254e-01 6.469779074626469395e-02
5.782053196567489284e-01 6.021266160650373678e-02
5.609253910569296231e-01 5.493920215895808923e-02
5.435712342529446239e-01 4.899545219192980028e-02
5.261639926116565835e-01 4.252206032649041845e-02
5.087248741756251746e-01 3.567939089043292711e-02
4.912751258243747143e-01 2.864416841842576389e-02
4.738360073883434165e-01 2.160571023891666442e-02
4.564287657470552650e-01 1.476182635172484936e-02
4.390746089430702659e-01 8.314486007215293739e-03
4.217946803432509606e-01 2.465373984576579858e-03
4.046100328788275746e-01 -2.588501753353789070e-03
3.875416033956431416e-01 -6.659000510520485250e-03
3.706101871458332697e-01 -9.570660381855944365e-03
3.538364124520133602e-01 -1.116398404652230170e-02
3.372407155748459173e-01 -1.129803298708509374e-02
3.208433158146047903e-01 -9.852319779664497901e-03
3.046641908770719720e-01 -6.727922193703328446e-03
2.887230525337806109e-01 -1.847542078590613812e-03
2.730393226062579615e-01 4.845257168531347247e-03
2.576321093035272569e-01 1.338754977366996002e-02
2.425201839416987470e-01 2.379924579671488516e-02
2.277219580740120763e-01 3.608588146612223824e-02
2.132554610591950173e-01 5.024189594040073814e-02
1.991383180954671428e-01 6.625429788018522004e-02
1.853877287469505863e-01 8.410665669096495378e-02
1.720204459886505999e-01 1.037833771961373941e-01
1.590527557955360993e-01 1.252742685066738915e-01
1.465004573005878608e-01 1.485794648500800008e-01
1.343788435459886410e-01 1.737148125640484153e-01
1.227026828509069356e-01 2.007179004554613400e-01
1.114862008185749931e-01 2.296549806033478802e-01
1.007430630045826336e-01 2.606291009739107878e-01
9.048635826750273115e-02 2.937898592225804961e-01
8.072858282213310477e-02 3.293452218602723747e-01
7.148162501478383390e-02 3.675760228676017149e-01
6.275675083915857599e-02 4.088531045683749809e-01
5.456459021047649349e-02 4.536586647976497133e-01
