9.997746213102072232e-01 -2.094569472037122182e-02
9.991608335953245934e-01 -1.324567395212472576e-02
9.979340422291522739e-01 2.703385134463145434e-01
9.960958139958732138e-01 2.133666058057492876e-01
9.936484957230862225e-01 2.512061579952362678e-01
9.905952102879086452e-01 2.283911307152175496e-01
9.869398513320124522e-01 2.257391688583947342e-01
9.826870767188496947e-01 2.126077438029145839e-01
9.778423007731436023e-01 2.046121074160707209e-01
9.724116853486211021e-01 1.947967186567627351e-01
9.664021297748081052e-01 1.867537083869086345e-01
9.598212597374261579e-01 1.786976844047600821e-01
9.526774151494535881e-01 1.715226098312285785e-01
9.449796370712364446e-01 1.647155866322860263e-01
9.367376537381726376e-01 1.584931178555288867e-01
9.279618657534945969e-01 1.526834402981904759e-01
9.186633305016476125e-01 1.473238773185485684e-01
9.088537458348022735e-01 1.423413037833931583e-01
8.985454330813174018e-01 1.377254512446501877e-01
8.877513194206396729e-01 1.334344612671927166e-01
8.764849196643857976e-01 1.294465361840764217e-01
8.647603174783868862e-01 1.257312752587420590e-01
8.525921460754986025e-01 1.222653930316353055e-01
8.399955684041813253e-01 1.190238455098917569e-01
8.269862568534254166e-01 1.159847179176738408e-01
8.135803724907171297e-01 1.131264651964416501e-01
7.997945438465524637e-01 1.104295002156723271e-01
7.856458452566503770e-01 1.078753801031515636e-01
7.711517747715763704e-01 1.054473935662185724e-01
7.563302316430335903e-01 1.031303922463884248e-01
7.411994933966330468e-01 1.009110851647347928e-01
7.257781925025108549e-01 9.877809846407714645e-02
7.100852926576581847e-01 9.672219470717813294e-02
6.941400646972086808e-01 9.473642351433220199e-02
6.779620621560360494e-01 9.281633220856644328e-02
6.615710965067421734e-01 9.096016155259167846e-02
6.449872121052595553e-01 8.916906968291993252e-02
6.282306608806786929e-01 8.744736077674719610e-02
6.113218768113268808e-01 8.580273501067559039e-02
5.942814502343614080e-01 8.424655543806736091e-02
5.771301020409859150e-01 8.279414228083226135e-02
5.598886578136412773e-01 8.146510116566929582e-02
5.425780219649920522e-01 8.028369657161249506e-02
5.252191519410289722e-01 7.927929859095694809e-02
5.078330325520250543e-01 7.848689651034579384e-02
4.904406504952805168e-01 7.794777746011583019e-02
4.730629691325221042e-01 7.771040448647692500e-02
4.557209035824288934e-01 7.783164620957450097e-02
4.384352961850644936e-01 7.837854474563599183e-02
4.212268923900470141e-01 7.943099840556122615e-02
4.041163171141721744e-01 8.108609378435893689e-02
3.871240516070626470e-01 8.346533846314319049e-02
3.702704108554056295e-01 8.672965684386113594e-02
3.535755215476658053e-01 9.110198731062801869e-02
3.370593006120462531e-01 9.698664209523233382e-02
3.207414343311650873e-01 1.049496270221377259e-01
3.046780291179546074e-01 1.192962419965750698e-01
2.890234884923248426e-01 1.294545250439016471e-01
2.737558649774671782e-01 1.364731740852676012e-01
2.587531128968711958e-01 1.421197209175888432e-01
2.440310601988181227e-01 1.472329143201225321e-01
2.296052663662983273e-01 1.521131654368623742e-01
2.154910279897884751e-01 1.571058982096555923e-01
2.017033837313097488e-01 1.624186493966348621e-01
1.882571182855290182e-01 1.682938941433320679e-01
1.751667649649492897e-01 1.749370658661710820e-01
1.624466065671145709e-01 1.825775232237800694e-01
1.501106742215305712e-01 1.914463436069597790e-01
1.381727439617257969e-01 2.018011537838129144e-01
1.266463308223851891e-01 2.139230968482870310e-01
1.155446803214305040e-01 2.281310292806084661e-01
1.048807572508090313e-01 2.447871573826416736e-01
9.466723176599500800e-02 2.643099545996605571e-01
8.491646283115861227e-02 2.871854501877288968e-01
7.564047914296001540e-02 3.139823752502817200e-01
6.685095771935123388e-02 3.453673995474417779e-01
5.855920039906548080e-02 3.821211503653829666e-01
5.077610855119935040e-02 4.251495084256395884e-01
4.351215634114860564e-02 4.754844950610497278e-01
3.677736293802319478e-02 5.342548686538801661e-01
3.058126407861802565e-02 6.025925252876804805e-01
2.493288342334962215e-02 6.814338182207588801e-01
1.984070414981675690e-02 7.709464478044676383e-01
1.531264122957409768e-02 8.699123419720926620e-01
1.135601482333989387e-02 9.729974924770870004e-01
7.977525209448499410e-03 1.070456452040304818e+00
5.183229630395275178e-03 1.139261900445886155e+00
2.978521403517425670e-03 1.157770336691371860e+00
1.368111595124288371e-03 1.095186461435631919e+00
3.560135038300771271e-04 9.167731724885852529e-01
-5.142701337795818617e-05 6.225696286845341376e-01
1.544497654157317434e-04 2.434136478945321258e-01
9.785057824338305732e-04 -1.541914503427248562e-01
2.421788314682898902e-03 -5.154367202619249966e-01
