4.484563913662309442e-03 -8.101704371352616008e-01
7.166308303653251555e-03 -1.034240790053249981e+00
1.046569526552482143e-02 -1.197035377138792711e+00
1.438058474302555956e-02 -1.311803719029029480e+00
1.890801045991416518e-02 -1.390821228827583411e+00
2.404416738085099481e-02 -1.443921918772663737e+00
2.978439938562887912e-02 -1.478479377103531611e+00
3.612318755415724891e-02 -1.499832306276027261e+00
4.305413947791669749e-02 -1.511760753362258569e+00
5.056998002188750618e-02 -1.516895142796129470e+00
5.866254395896591811e-02 -1.517035312712017081e+00
6.732277088660765241e-02 -1.513390269503199548e+00
7.654070281310759727e-02 -1.506753188669383903e+00
8.630548476901045429e-02 -1.497628070212284612e+00
9.660536875835623594e-02 -1.486319959521010148e+00
1.074277213157194821e-01 -1.472999414762588444e+00
1.187590348794286821e-01 -1.457747644440887669e+00
1.305849431302514851e-01 -1.440588698374502208e+00
1.428902403796451503e-01 -1.421510410936451585e+00
1.556589050239576277e-01 -1.400480420133712656e+00
1.688741270123519100e-01 -1.377452432365005919e+00
1.825183392083721545e-01 -1.352374686869302955e+00
1.965732524596245367e-01 -1.325182309879834541e+00
2.110198941286015595e-01 -1.295804993204827227e+00
2.258386497817258254e-01 -1.264134006399987520e+00
2.410093076845793714e-01 -1.230036423592500761e+00
2.565111057101833181e-01 -1.193243568382821529e+00
2.723227802350486892e-01 -1.153360422887668157e+00
2.884226165752363791e-01 -1.109159202470862304e+00
3.046503526361893366e-01 -1.057912048263397686e+00
3.209451972980444934e-01 -1.000839940185528576e+00
3.374221305376455815e-01 -9.541632997906281943e-01
3.540973033563609151e-01 -9.130552159671188051e-01
3.709499634362608544e-01 -8.752280060441597342e-01
3.879591551842237473e-01 -8.396807987942294105e-01
4.051037486434828638e-01 -8.058876280520088642e-01
4.223624682964549626e-01 -7.735310073622727600e-01
4.397139217010759826e-01 -7.424003004177697207e-01
4.571366279116816922e-01 -7.123460787188813370e-01
4.746090456441646177e-01 -6.832566979421512698e-01
4.921096011534689119e-01 -6.550450409463577373e-01
5.096167157992252950e-01 -6.276404715387471356e-01
5.271088332822839728e-01 -6.009836980933460637e-01
5.445644465408971957e-01 -5.750233720185837782e-01
5.619621243002179689e-01 -5.497137753057899090e-01
5.792805372725119417e-01 -5.250132208011191182e-01
5.964984840079833317e-01 -5.008829353448014388e-01
6.135949163973866138e-01 -4.772862791385383829e-01
6.305489648276547676e-01 -4.541882051626213723e-01
6.473399629907137243e-01 -4.315548921774023938e-01
6.639474723435658809e-01 -4.093535063441517963e-01
6.803513062147543700e-01 -3.875520560998557684e-01
6.965315535486473753e-01 -3.661193191302025696e-01
7.124686022747805936e-01 -3.450248164073226320e-01
7.281431622849732221e-01 -3.242388292444760012e-01
7.435362879963121063e-01 -3.037324287519247434e-01
7.586294004735687491e-01 -2.834775403860172460e-01
7.734043090803992548e-01 -2.634469782950557004e-01
7.878432326249593665e-01 -2.436145416139643416e-01
8.019288199625130842e-01 -2.239549918480463475e-01
8.156441700153815866e-01 -2.044442115504940816e-01
8.289728511692733282e-01 -1.850590003163876673e-01
8.418989200047464205e-01 -1.657774531594409240e-01
8.544069393233254539e-01 -1.465782373904671587e-01
8.664819954296356652e-01 -1.274417419383739869e-01
8.781097146338001647e-01 -1.083478023324584427e-01
8.892762789422101743e-01 -8.927944334262694071e-02
8.999684409095172199e-01 -7.021573937892622297e-02
9.101735376301922642e-01 -5.114416538138399915e-02
9.198795038540861224e-01 -3.203766534367158414e-02
9.290748842169377353e-01 -1.289577416594589465e-02
9.377488445835101549e-01 6.331089142587842389e-03
9.458911825078104574e-01 2.560246429913703992e-02
9.534923368214303085e-01 4.504532031673758041e-02
9.605433963672679321e-01 6.447084559188986930e-02
9.670361079015398209e-01 8.428140484504975660e-02
9.729628831919099330e-01 1.037284682070813702e-01
9.783168053435924438e-01 1.242587277771685095e-01
9.830916343883078223e-01 1.428754928295896676e-01
9.872818121728885732e-01 1.653441142556273391e-01
9.908824665850982649e-01 1.784854915770850425e-01
9.938894151538029131e-01 2.083780496855176523e-01
9.962991680590485011e-01 1.852857223586417135e-01
9.981089305848964699e-01 2.475175589116149766e-01
9.993166050441353310e-01 1.699529017017198385e-03
9.999207921993407133e-01 -1.875570104515045244e-02
